school,group,Location,year_founded,Latitude,Longitude,n_block_groups,total_pop,PM2.5 [raw]_pct_usa,PM2.5 [EJindex]_pct_usa,Particulate Matter Summary Index_pct_usa,Ozone [raw]_pct_usa,Ozone [EJindex]_pct_usa,Ozone Summary Index_pct_usa,NO2 [raw]_pct_usa,NO2 [EJindex]_pct_usa,Nitrogen Dioxide (NO2) Summary Index_pct_usa,Diesel PM [raw]_pct_usa,Diesel PM [EJindex]_pct_usa,Diesel Particulate Matter Summary Index_pct_usa,Toxic Air [raw]_pct_usa,Toxic Air [EJindex]_pct_usa,Toxic Releases to Air Summary Index_pct_usa,Traffic [raw]_pct_usa,Traffic [EJindex]_pct_usa,Traffic Proximity and Volume Summary Index_pct_usa,Lead Paint [raw]_pct_usa,Lead Paint [EJindex]_pct_usa,Lead Paint Summary Index_pct_usa,Superfund [raw]_pct_usa,Superfund [EJindex]_pct_usa,Superfund Proximity Summary Index_pct_usa,RMP [raw]_pct_usa,RMP [EJindex]_pct_usa,RMP Proximity Summary Index_pct_usa,Hazardous Waste [raw]_pct_usa,Hazardous Waste [EJindex]_pct_usa,Hazardous Waste Proximity Summary Index_pct_usa,UST [raw]_pct_usa,UST [EJindex]_pct_usa,Underground Storage Tanks Summary Index_pct_usa,Wastewater [raw]_pct_usa,Wastewater [EJindex]_pct_usa,Wastewater Discharge Summary Index_pct_usa,Drinking Water [raw]_pct_usa,Drinking Water [EJindex]_pct_usa,Drinking Water Non-Compliance Summary Index_pct_usa,burden_score,state_abbr,region,treat,distance,weights,subclass
University of Memphis,PWI,"Memphis, TN",1912,35.1188,-89.9376,51,62831,76.4253,72.3259,75.1646,50.5565,62.6929,59.6458,64.2824,66.8719,67.839,65.0392,67.9103,69.8147,90.7913,76.736,81.0236,70.1163,69.4539,72.7156,77.5694,72.3469,72.8957,87.1478,82.7611,82.98,81.2109,74.5413,75.9782,66.079,68.7927,70.0715,55.4623,61.8296,59.4213,32.4209,50.1729,40.7701,0,0,0,63.716930769230764,TN,South,0,0.5186366901882963,1,21
Tennessee Tech University,PWI,"Cookeville, TN",1915,36.1628,-85.5016,20,37382,10.9344,21.342,15.4847,15.701,28.232,20.7096,35.8153,48.8781,48.0297,45.1064,55.8113,58.4451,37.2446,50.6908,48.4715,35.5069,49.0826,49.0792,33.7259,45.489,41.5767,0,0,0,0,0,0,57.049,63.0439,68.4336,63.4464,68.0657,71.0572,12.6059,23.0734,16.8612,16.2611,18.8868,19.0673,35.17044615384615,TN,South,0,0.5235888576532266,1,86
Austin Peay State University,PWI,"Clarksville, TN",1927,36.5309,-87.3598,18,26387,27.4342,51.3546,40.5146,31.674,57.4364,47.281,65.3265,75.3102,75.7692,41.7914,63.5433,59.5466,56.691,75.3007,71.6524,36.3145,58.7769,53.8845,52.8863,69.7559,64.5153,0,0,0,0,0,0,29.8536,50.76,44.9247,57.1538,74.2959,70.7759,95.4601,88.3745,90.1863,0,0,0,47.61926923076923,TN,South,0,0.5433415497341059,1,52
University of Texas at Austin,PWI,"Austin, TX",1883,30.2849,-97.7341,92,117149,81.9689,72.4352,67.3729,63.1782,66.6334,57.3511,94.5542,74.7814,73.2517,66.6887,66.3677,60.0589,9.4054,18.2955,8.9342,81.6744,71.4018,68.5735,42.0543,43.705,34.9186,0,0,0,57.8532,64.4443,53.7793,61.0413,64.1193,56.0053,70.5052,68.0958,59.8357,68.6177,68.1975,59.7412,0,0,0,46.140184615384605,TX,South,0,0.4707220059979401,1,82
Texas A&M University,PWI,"College Station, TX",1876,30.628,-96.3344,55,80981,57.8267,76.6087,63.0998,60.036,78.9709,66.998,76.8396,82.0231,74.9471,44.3569,67.2183,53.3657,16.2824,38.2639,19.6147,51.6899,71.5793,59.8857,20.2092,34.4315,22.9969,0,0,0,78.4854,83.8367,75.6183,32.2156,57.5931,39.8038,66.6858,79.2394,67.8317,78.755,85.6155,77.0504,0,0,0,47.78554615384615,TX,South,0,0.45920357778039417,1,7
Texas Tech University,PWI,"Lubbock, TX",1923,33.5843,-101.8783,56,67869,6,17.9679,8.7303,37.1788,63.9762,52.1979,88.271,85.1086,83.48,52.2984,71.4828,66.1337,12.3444,30.597,18.2287,58.4149,74.5044,70.7973,52.2238,64.9446,60.1054,0,0,0,71.8423,80.4547,76.0998,51.093,70.6886,64.1745,62.9909,73.1698,67.5189,19.4033,43.543,28.2351,0,0,0,45.82320000000001,TX,South,0,0.5367693607535962,1,56
Sam Houston State University,PWI,"Huntsville, TX",1879,30.7138,-95.5472,26,49020,60.0713,74.6504,69.6888,65.8844,78.8173,75.9587,52.3273,64.6204,59.5643,35.9087,56.4405,48.0824,47.4633,66.5176,57.3298,30.6399,52.9211,41.8552,24.7537,45.2351,32.238,0,0,0,78.7459,81.077,78.9919,20.1218,42.5668,27.5582,68.0579,76.5532,70.8049,57.3817,74.0661,67.691,23.3714,25.7261,24.2918,50.31192307692307,TX,South,0,0.46413543480742314,1,63
Stephen F. Austin State University,PWI,"Nacogdoches, TX",1923,31.6026,-94.6553,22,30504,62.2778,79.8981,77.2898,34.3222,63.5722,51.6854,38.9591,63.5227,56.0554,31.0995,56.6161,46.4515,23.2097,49.976,35.8936,32.6803,59.2344,50.2922,41.2284,63.3359,52.5133,0,0,0,68.7065,81.1183,78.3849,29.9633,57.3002,46.5554,67.9029,81.64,77.7745,55.7103,77.4244,72.0601,79.7535,92.1885,89.8591,56.524246153846164,TX,South,0,0.5367693607535962,1,15
Lamar University,PWI,"Beaumont, TX",1923,30.085,-94.1378,36,41663,71.5467,75.2415,79.3854,35.8344,57.521,52.0169,77.7113,76.0618,81.2302,71.4672,74.217,78.4657,96.4274,82.6401,88.2779,62.3722,70.6503,74.8961,50.355,62.3027,60.4727,0,0,0,84.9352,79.4017,83.2196,53.0281,67.063,67.8891,75.8563,77.5147,79.0722,33.1967,54.6816,48.3517,0,0,0,61.02134615384615,TX,South,0,0.5367693607535962,1,24
University of North Texas,PWI,"Denton, TX",1890,33.2072,-97.1526,34,59628,59.6962,71.8493,66.0891,84.0805,82.9184,83.2215,78.1626,77.0493,76.2146,61.6499,71.9746,69.3935,19.5222,38.1742,23.9139,50.433,65.2973,60.026,31.7068,44.7543,36.2947,0,0,0,59.3268,71.5869,65.268,57.7453,69.6328,65.2475,70.6829,75.9085,71.3454,37.6968,58.2805,45.2671,3.2798,3.1341,3.1341,51.185800000000015,TX,South,0,0.4822717012518826,1,46
Texas State University,PWI,"San Marcos, TX",1899,29.8897,-97.9403,36,55904,72.5755,84.198,77.1941,66.9037,83.0856,75.5024,57.4226,73.9906,64.3196,43.0722,66.5139,53.6058,17.4215,41.1825,22.7645,43.7215,67.6243,55.6218,29.8382,45.4013,32.7851,0,0,0,48.1534,72.0599,59.1598,46.3373,70.2833,58.1115,56.9457,70.9531,60.9842,14.9894,33.0257,19.7725,27.69,28.1749,26.5664,46.6452076923077,TX,South,0,0.49714745898851465,1,34
University of Virginia,PWI,"Charlottesville, VA",1819,38.0336,-78.508,53,68817,15.6995,28.088,16.8826,7.0352,13.8304,6.6332,38.614,49.9075,40.8938,44.3624,54.9437,46.7819,5.4514,10.538,5.2895,51.9676,58.6132,53.0243,48.6407,52.7436,45.4569,0,0,0,0,0,0,40.0733,52.0739,42.1677,59.0347,55.6356,51.7974,13.2945,24.4277,13.9722,0,0,0,24.83842307692307,VA,South,0,0.36805049147181423,1,2
Virginia Polytechnic Institute and State University,PWI,"Blacksburg, VA",1872,37.2284,-80.4234,29,47552,11.7364,21.4065,10.8666,10.735,19.4146,8.9444,35.3688,45.6923,32.11,27.2614,39.7976,24.613,98.1654,76.7416,71.9406,27.746,40.0986,25.3265,27.5571,39.6427,26.9515,0,0,0,14.0042,18.7937,14.8163,59.1474,61.0915,52.0407,48.5463,52.6266,41.7776,79.0553,66.9856,58.9107,0,0,0,28.330607692307698,VA,South,0,0.45264034366649775,1,45
Virginia Commonwealth University,PWI,"Richmond, VA",1838,37.5477,-77.452,83,90732,24.2408,43.5598,31.1526,9,20.8053,10.7727,79.8535,76.4825,77.3481,77.0694,76.1755,76.94,95.1867,83.4591,83.5465,80.8199,77.1641,78.682,78.2085,77.1824,73.483,36.9576,44.9789,43.2424,66.0851,72.7432,68.6485,75.9483,75.8958,76.0529,64.1365,65.6857,61.8494,37.3713,56.3871,45.5541,0,0,0,55.94401538461538,VA,South,0,0.39773554108226666,1,60
Old Dominion University,PWI,"Norfolk, VA",1930,36.8855,-76.3062,49,64516,12.4566,24.8403,13.2728,18.4724,33.6995,18.4124,62.1569,65.1603,58.9085,74.2034,71.0413,67.9872,51.9069,62.7226,51.3176,69.0323,68.5238,64.6911,70.2551,69.8485,60.3713,93.4477,83.0861,80.367,61.1601,67.1229,58.3071,71.4202,70.1224,65.9143,55.1482,61.8244,52.3796,74.9132,71.1045,65.007,0,0,0,50.533530769230765,VA,South,0,0.548260933935565,1,68
James Madison University,PWI,"Harrisonburg, VA",1908,38.4354,-78.8692,37,58019,12.9093,28.0828,17.245,4.7654,11.2598,5.6084,53.5367,64.4192,60.4231,69.5966,74.677,74.7075,43.7818,62.9057,53.3004,40.5928,57.9561,51.3527,39.7208,49.1519,41.5265,0,0,0,87.8435,81.718,81.4614,35.739,54.9739,45.9662,65.6175,70.8578,67.3065,15.2644,31.0335,19.3444,0,0,0,39.86477692307692,VA,South,0,0.512028268473088,1,58
George Mason University,PWI,"Fairfax, VA",1949,38.8303,-77.3076,36,65051,27.3002,32.4284,19.6557,33.0894,38.0009,22.4689,49.3993,48.1158,36.0497,66.9702,57.4407,47.4049,18.7816,23.0667,13.0735,66.1008,56.1924,46.6396,34.7345,36.2169,26.2202,0,0,0,3.3803,3.9947,3.1236,35.5335,40.3244,25.5091,51.8544,49.9813,38.4837,20.5315,24.4817,13.6906,0,0,0,22.48611538461539,VA,South,0,0.5791601393545953,1,16
West Virginia University,PWI,"Morgantown, WV",1867,39.6356,-79.9547,55,52670,14.1636,25.1257,17.1336,45.3245,56.6569,52.027,28.5237,41.7889,34.5556,41.82,52.5525,49.2968,61.5409,66.0152,65.2101,41.8188,52.0546,49.3794,57.5249,57.9148,56.4905,0,0,0,78.8341,71.9179,74.4114,78.0332,70.8136,75.912,62.235,58.9165,59.2013,87.2263,75.8023,80.0073,23.3016,24.3926,24.4064,49.079338461538455,WV,South,0,0.4444596623712913,1,76
Rutgers University,PWI,"New Brunswick, NJ",1766,40.5008,-74.4474,70,120064,31.1852,54.555,40.659,58.2094,75.1453,67.3028,65.847,75.0074,69.8691,78.5291,81.1502,78.3237,57.4853,75.2654,65.7678,63.9603,74.8908,70.4667,60.134,72.0895,62.2515,92.5805,88.4101,85.725,67.0123,77.4881,71.0375,91.3262,85.1666,82.7937,77.0956,76.5512,72.1145,68.8023,79.3841,72.8107,25.8174,27.6845,26.1186,66.55696923076924,NJ,Northeast,0,0.5080600660699477,1,10
Temple University,PWI,"Philadelphia, PA",1884,39.9812,-75.1551,238,254799,50.8836,71.0097,71.6917,64.7102,78.5577,80.9273,80.2738,81.5417,85.6838,85.6932,83.7002,88.2593,65.8305,79.0634,80.7442,93.0077,85.1006,89.8809,80.214,80.8812,81.692,87.2781,87.9458,89.7131,69.6808,78.8903,80.2784,89.5401,84.7262,88.9914,80.7542,77.6627,80.0269,84.1109,84.3368,87.7959,0,0,0,77.36037692307693,PA,Northeast,0,0.6927020565164005,1,50
Pennsylvania State University,PWI,"University Park, PA",1855,40.7982,-77.8599,41,70285,33.1099,45.63,33.7616,24.5846,38.6306,24.8343,40.9421,50.8383,41.7031,34.6569,46.0621,35.4608,9.1166,16.6812,9.5359,40.4188,50.3972,41.1575,37.8333,43.2658,32.6678,69.1918,75.7382,70.7419,0.6852,0.8565,0.7097,48.7751,56.0526,47.1703,61.7453,61.3648,53.2006,20.1442,32.927,20.8114,0,0,0,31.673453846153848,PA,Northeast,0,0.6504356675161623,1,78
University of Cincinnati,PWI,"Cincinnati, OH",1819,39.1329,-84.515,97,94786,84.7988,84.2972,83.6345,75.9423,82.6301,81.1488,91.0755,84.4403,84.7093,90.0073,84.9018,85.4996,96.823,87.9397,87.1579,85.5181,83.4992,83.9791,77.9467,81.6047,77.4687,13.7075,19.0611,18.2952,85.9058,83.8288,82.2369,82.199700000000007,82.8314,82.3822,68.9619,67.1998,65.2782,62.2743,76.8202,71.767,0,0,0,69.50441538461538,OH,Midwest,0,0.2612250836232605,1,83
Ohio State University,PWI,"Columbus, OH",1870,40.0067,-83.0305,104,115813,50.7952,50.598,45.7671,59.41,55.5855,53.4148,91.2233,64.8964,70.1033,81.4702,62.5068,66.881,91.4573,66.1932,70.5799,84.3763,63.161,68.2239,66.1606,53.601,51.2404,37.8208,46.7762,43.1198,85.9066,66.2635,67.3028,84.9618,64.1987,68.2089,66.0531,58.5476,55.8689,71.5991,59.5658,59.6195,0,0,0,55.41002307692308,OH,Midwest,0,0.33131152261757474,1,43
Wayne State University,PWI,"Detroit, MI",1868,42.3576,-83.0716,77,64349,82.9308,90.5497,89.8555,83.2863,91.3825,90.7466,90.0916,90.8316,90.5401,65.2441,83.5938,82.6185,85.3823,91.9604,90.0898,87.5217,90.8103,90.7772,76.5696,88.1234,84.269,0,0,0,88.4577,90.7668,89.51,81.339,89.3189,88.7925,95.2292,92.0612,91.023,42.7279,71.6361,62.6851,4.1477,5.006,5.0962,73.53873076923077,MI,Midwest,0,0.3283871775597462,1,26
University of Illinois at Chicago,PWI,"Chicago, IL",1946,41.8709,-87.6498,134,256764,77.8109,71.5431,62.3788,91.0489,77.5258,70.0524,98.346,76.6804,71.7872,97.822,77.3185,72.8009,90.588,77.4963,68.6402,98.1038,76.9355,72.7332,51.9959,56.2476,45.0085,95.9945,82.0125,76.8432,95.5914,77.1042,70.1049,89.5779,74.896,69.075,95.836,77.6694,69.8216,92.25,77.2503,69.2157,0,0,0,62.95858461538462,IL,Midwest,0,0.45028008940400077,1,70
Kansas State University,PWI,"Manhattan, KS",1863,39.1836,-96.5717,31,38475,44.9583,60.7579,52.134,37.2278,56.7576,44.8152,41.5229,57.1269,49.8229,40.5999,56.8198,48.971,44.5734,62.1569,52.3659,35.4426,52.7799,43.9535,51.4096,60.9311,53.2891,59.849,74.1451,70.3162,38.8645,58.1496,48.3914,47.3859,61.6086,55.6213,73.2862,74.525,70.8547,42.2738,59.7964,49.7212,9.4586,9.9589,10.1385,50.030376923076915,KS,Midwest,0,0.32113463209088977,1,64
University of Nebraska-Lincoln,PWI,"Lincoln, NE",1869,40.8202,-96.7005,65,81432,24.7279,43.897,35.6183,18.5843,37.002,26.702,74.8765,74.8351,81.0205,72.5613,74.7553,81.442,62.2442,72.9245,74.648,76.0424,75.7221,82.8629,60.5508,65.2528,66.6024,0,0,0,80.1148,78.1995,82.847,79.9331,77.8276,84.5744,86.2123,78.0552,82.4026,78.6463,78.9032,84.0425,0,0,0,60.21250769230768,NE,Midwest,0,0.32984770440056554,1,62
Arizona State University,PWI,"Tempe, AZ",1885,33.4255,-111.94,51,84995,59.4937,71.1542,60.0375,93.5294,85.3288,82.0505,83.6556,79.4146,75.3474,87.6724,81.5415,78.4321,52.9967,69.753,55.7662,90.8765,82.2062,79.6605,25.9353,39.1392,27.4973,94.7607,86.5975,83.3762,60.7468,71.7483,61.239,80.6772,79.2467,74.9381,68.4529,73.0612,64.0616,98.5999,86.1539,82.213,3.7258,4.2086,4.1843,63.75413076923076,AZ,West,0,0.43342347370525935,1,31
